filename,width,height,class,xmin,ymin,xmax,ymax
agri_0_4707_jpeg.rf.c50f9a84f08bcda7c98a530b5d217828.jpg,832,832,weed,29,11,832,821
agri_0_4729_jpeg.rf.c9843f25ff1ef79f2381b844a1d06bb3.jpg,832,832,weed,238,155,767,684
agri_0_4312_jpeg.rf.cb7fc17ae123dfd56125fd011dbeb498.jpg,832,832,weed,33,265,608,629
agri_0_4388_jpeg.rf.8e3e1bb43a53cc3ce6c4c2a25b3a1775.jpg,832,832,weed,131,212,749,693
agri_0_4388_jpeg.rf.8e3e1bb43a53cc3ce6c4c2a25b3a1775.jpg,832,832,weed,572,89,832,291
agri_0_4388_jpeg.rf.8e3e1bb43a53cc3ce6c4c2a25b3a1775.jpg,832,832,weed,5,429,189,693
agri_0_4391_jpeg.rf.adcc3775b7330be39760fd1dd5e7394a.jpg,832,832,weed,0,157,660,832
agri_0_4394_jpeg.rf.aa912986889c1376557e329032d45bae.jpg,832,832,crop,0,0,829,832
agri_0_4365_jpeg.rf.211a20686ba8017a68c9d95b0118049e.jpg,832,832,crop,0,0,821,768
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,500,395,599,475
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,415,144,576,246
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,427,568,521,668
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,648,469,809,570
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,324,321,406,400
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,197,424,324,524
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,186,241,257,310
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,638,632,786,734
agri_0_4383_jpeg.rf.43f02eca177596dc22e20a9c851822cf.jpg,832,832,crop,507,622,584,704
agri_0_4419_jpeg.rf.941c05ba3e87c40788cc6acd918e9811.jpg,832,832,weed,148,23,797,743
agri_0_1814_jpeg.rf.e88c2a32c4bb2c9aced533246c8bd20f.jpg,832,832,crop,0,46,832,800
agri_0_1830_jpeg.rf.d4829522bd0898585cf511a4ded83408.jpg,832,832,crop,71,30,832,710
agri_0_4419_jpeg.rf.01a7cc3839418709641ff4e3e3bc9a8b.jpg,832,832,weed,163,35,779,726
agri_0_4944_jpeg.rf.52f6fd577d90004c2cd413b4508332c2.jpg,832,832,weed,131,184,797,569
agri_0_4553_jpeg.rf.c3e00210d1d50e482a766bf99ecec36c.jpg,832,832,crop,0,0,832,832
agri_0_1395_jpeg.rf.481ac7e6e3e8aa1c722f04cc278537d6.jpg,832,832,crop,0,76,728,832
agri_0_1873_jpeg.rf.a3573b3296f4afdaf3bfd2647b964f50.jpg,832,832,crop,103,2,741,764
agri_0_1815_jpeg.rf.4639cc12378a801b1f2bf19eb7a0f1d3.jpg,832,832,weed,7,509,214,832
agri_0_1815_jpeg.rf.4639cc12378a801b1f2bf19eb7a0f1d3.jpg,832,832,weed,195,32,714,832
agri_0_4436_jpeg.rf.23b87188582656fc451c5c6030a3ed71.jpg,832,832,weed,0,73,748,746
agri_0_4751_jpeg.rf.42e4e5c94e09c162dda2a4a66c9b8876.jpg,832,832,crop,0,0,832,832
agri_0_4553_jpeg.rf.e568d40744d4c8b905fe1662d2d5fd8c.jpg,832,832,crop,0,0,832,832
agri_0_1810_jpeg.rf.48877e1af59934b4444c5b4d6d79ca18.jpg,832,832,crop,0,0,819,744
agri_0_4455_jpeg.rf.d35ca95c9e30734f1389a09a8b212853.jpg,832,832,weed,175,171,427,686
agri_0_4729_jpeg.rf.beef56d38999ed797411e996c46deef2.jpg,832,832,weed,48,146,614,712
agri_0_4467_jpeg.rf.3598003b060271df84d7a02248e6000d.jpg,832,832,crop,10,0,825,832
agri_0_1793_jpeg.rf.4d8e2dc11dd3905c3ccd4c4319da02df.jpg,832,832,crop,47,32,744,765
agri_0_4771_jpeg.rf.4fce094bd2c279839e3b05d7ebf0a2ac.jpg,832,832,crop,83,76,821,832
agri_0_1868_jpeg.rf.743cf8c404011a580da86bd5deececaa.jpg,832,832,weed,0,33,816,832
agri_0_4436_jpeg.rf.6c1fce0c5b16466d3d59b36b97959230.jpg,832,832,weed,93,94,743,832
agri_0_4463_jpeg.rf.ab46bddc5a1143372a5322e2b44b3d9c.jpg,832,832,crop,51,205,447,737
agri_0_4463_jpeg.rf.ab46bddc5a1143372a5322e2b44b3d9c.jpg,832,832,crop,442,197,832,577
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,304,549,419,650
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,531,595,598,670
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,429,457,502,528
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,278,388,372,486
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,606,369,674,447
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,584,289,659,346
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,112,285,255,428
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,255,169,349,205
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,111,172,194,221
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,353,270,426,356
agri_0_4301_jpeg.rf.554f47f1df61d3a4152d977b423d91b3.jpg,832,832,crop,88,90,192,145
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,563,567,612,611
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,659,662,722,735
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,238,666,291,721
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,140,680,201,733
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,195,570,293,636
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,542,319,598,377
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,759,150,832,286
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,140,180,336,295
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,393,116,448,228
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,686,56,727,103
agri_0_1499_jpeg.rf.03dbddf1f2275b148f38c9e25348cda0.jpg,832,832,crop,684,181,728,233
agri_0_4323_jpeg.rf.13016403b4572482b5ce5e17797d2b0e.jpg,832,832,crop,13,15,825,780
agri_0_4302_jpeg.rf.cba82a7517b8297a184446ebb57822e0.jpg,832,832,weed,81,213,816,778
agri_0_5039_jpeg.rf.a73006d391229d7bacafb9e478600d98.jpg,832,832,weed,322,417,523,600
agri_0_5039_jpeg.rf.a73006d391229d7bacafb9e478600d98.jpg,832,832,weed,186,62,407,269
agri_0_1814_jpeg.rf.7d95c28a87ce761d2d3ce40c691ceee7.jpg,832,832,crop,0,48,832,802
agri_0_4947_jpeg.rf.b20144ee436e1cb7d614225be08737e7.jpg,832,832,weed,74,24,678,519
agri_0_1858_jpeg.rf.f4c7c12ab48621a33015bee6b5da8d1e.jpg,832,832,crop,127,197,754,661
agri_0_1815_jpeg.rf.b35ef0ccbc3769f0d10711234c3039f8.jpg,832,832,weed,33,548,298,832
agri_0_1815_jpeg.rf.b35ef0ccbc3769f0d10711234c3039f8.jpg,832,832,weed,129,0,786,832
agri_0_4645_jpeg.rf.1ac405e4286e11284eda3c66993b1325.jpg,832,832,crop,21,112,791,714
agri_0_1849_jpeg.rf.bce4d1282e1b1052280b97aaa18a7dd2.jpg,832,832,crop,211,153,795,574
agri_0_1806_jpeg.rf.d524bb80507d40fab3cfd93d66433f06.jpg,832,832,weed,248,114,832,653
agri_0_1806_jpeg.rf.d524bb80507d40fab3cfd93d66433f06.jpg,832,832,weed,8,82,269,327
agri_0_4326_jpeg.rf.a2739290f63b119e0613ef09a1614c6c.jpg,832,832,weed,119,218,725,653
agri_0_5389_jpeg.rf.ee5128cefb22f6642a12b1f414df0f4f.jpg,832,832,crop,0,75,832,647
agri_0_3081_jpeg.rf.d5e1e36ed0a2f7f063c63a403cac86a1.jpg,832,832,weed,244,232,748,456
agri_0_3081_jpeg.rf.d5e1e36ed0a2f7f063c63a403cac86a1.jpg,832,832,weed,184,1,406,220
agri_0_3081_jpeg.rf.d5e1e36ed0a2f7f063c63a403cac86a1.jpg,832,832,weed,0,326,242,554
agri_0_3081_jpeg.rf.d5e1e36ed0a2f7f063c63a403cac86a1.jpg,832,832,weed,183,678,358,809
agri_0_3081_jpeg.rf.d5e1e36ed0a2f7f063c63a403cac86a1.jpg,832,832,weed,0,157,194,325
agri_0_5578_jpeg.rf.bb77f7b67da720d23a3709e38dcbcb14.jpg,832,832,weed,160,68,680,706
agri_0_5461_jpeg.rf.add0d10f414d36680423a50499f304d8.jpg,832,832,crop,54,106,798,802
agri_0_543_jpeg.rf.286b3b087e05f1e578b4856ef2eb9c46.jpg,832,832,weed,161,413,456,633
agri_0_5435_jpeg.rf.53eb221dfd56bc197e9c9c9a8373445b.jpg,832,832,crop,86,64,822,832
agri_0_5435_jpeg.rf.53eb221dfd56bc197e9c9c9a8373445b.jpg,832,832,crop,312,453,807,832
agri_0_5615_jpeg.rf.518b0c42b110657caadec19cf741a933.jpg,832,832,weed,86,97,733,593
agri_0_2873_jpeg.rf.68db54906219b92835a1bcdc46e26c34.jpg,832,832,crop,0,26,814,791
agri_0_3_jpeg.rf.2f033bf44078122997557624a55a3fa6.jpg,832,832,crop,75,194,798,738
agri_0_3116_jpeg.rf.a216e7350fc7a810699fb268a831227d.jpg,832,832,weed,70,294,676,648
agri_0_5597_jpeg.rf.5164692cb00b16e10f9df6bccae2819b.jpg,832,832,weed,466,265,738,666
agri_0_5597_jpeg.rf.5164692cb00b16e10f9df6bccae2819b.jpg,832,832,weed,61,254,376,520
agri_0_3231_jpeg.rf.812e95a4f54578c5b8235a8c33b42182.jpg,832,832,weed,20,182,691,616
agri_0_3247_jpeg.rf.d5153f45095ab2170ef525644dfd8c29.jpg,832,832,crop,110,275,765,790
agri_0_3247_jpeg.rf.d5153f45095ab2170ef525644dfd8c29.jpg,832,832,crop,347,172,559,328
agri_0_3129_jpeg.rf.412729fab3c5e07b547b04222481624f.jpg,832,832,weed,94,176,777,771
agri_0_3198_jpeg.rf.f1083ecc8cc17e0e8a4d60f750b085d5.jpg,832,832,weed,104,206,799,543
agri_0_3234_jpeg.rf.0dae00a387570d7740d1aaaf25bbf398.jpg,832,832,weed,0,340,470,823
agri_0_5622_jpeg.rf.c5ff9f71717efa4be48fcaeedffd1a06.jpg,832,832,weed,127,146,726,730
agri_0_5578_jpeg.rf.52e89a494351578a98c6df0701601a06.jpg,832,832,weed,216,106,621,668
agri_0_2735_jpeg.rf.0cbd2e007d9b9a2a16d36bb92057dba9.jpg,832,832,crop,114,72,748,753
agri_0_2735_jpeg.rf.0cbd2e007d9b9a2a16d36bb92057dba9.jpg,832,832,crop,549,385,832,790
agri_0_3394_jpeg.rf.31aa17de99c543586a12724e33069d2f.jpg,832,832,weed,153,99,814,764
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,594,566,670,751
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,467,508,530,567
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,80,680,238,789
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,32,535,107,638
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,129,580,194,649
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,84,222,212,396
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,249,156,354,246
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,551,268,736,336
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,478,775,576,831
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,517,111,683,210
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,388,16,473,63
agri_0_5401_jpeg.rf.477667765416ed12accb8ae707f4d2fb.jpg,832,832,crop,155,148,240,200
agri_0_5622_jpeg.rf.7e6f126fee9e1fe70e5b5cee8685728d.jpg,832,832,weed,106,92,768,767
agri_0_3379_jpeg.rf.7580c911325ab92981a00b482e0d181d.jpg,832,832,weed,51,201,828,832
agri_0_318_jpeg.rf.da79661722787bb2871cae42a367715a.jpg,832,832,crop,175,328,684,832
agri_0_318_jpeg.rf.da79661722787bb2871cae42a367715a.jpg,832,832,crop,174,0,660,407
agri_0_5627_jpeg.rf.85036ee48cf7ed2cf2cd1daa175c94ec.jpg,832,832,crop,13,206,775,658
agri_0_5627_jpeg.rf.85036ee48cf7ed2cf2cd1daa175c94ec.jpg,832,832,crop,2,7,504,320
agri_0_5366_jpeg.rf.f690484dd65460ac8efbbe586ab39ea8.jpg,832,832,weed,79,89,652,785
agri_0_550_jpeg.rf.520d85a955efb0009373714915b39a52.jpg,832,832,weed,115,30,746,593
agri_0_5627_jpeg.rf.c7eb5a9ae1725e8f3947f05b7dffe05e.jpg,832,832,crop,0,83,823,706
agri_0_5627_jpeg.rf.c7eb5a9ae1725e8f3947f05b7dffe05e.jpg,832,832,crop,0,408,478,832
agri_0_5450_jpeg.rf.ffe08600ccabf3d82b97e0e6020310e7.jpg,832,832,weed,237,206,719,832
agri_0_2997_jpeg.rf.fe28ae7e138bf2f8b21608075e130a7d.jpg,832,832,crop,10,60,774,733
agri_0_2997_jpeg.rf.fe28ae7e138bf2f8b21608075e130a7d.jpg,832,832,crop,70,422,830,832
agri_0_5365_jpeg.rf.d8ba37f8d0fe567ff5027039b39db1c6.jpg,832,832,weed,18,145,660,765
agri_0_3388_jpeg.rf.def42c574734b7b95577b37ae15cf0bd.jpg,832,832,weed,123,147,704,641
agri_0_299_jpeg.rf.988c697b1bf769745a8859b9fff3fa6d.jpg,832,832,weed,93,209,708,551
agri_0_3213_jpeg.rf.b0f3ccaaddc558ac04da34b0e886d1cd.jpg,832,832,weed,277,302,476,584
agri_0_3213_jpeg.rf.b0f3ccaaddc558ac04da34b0e886d1cd.jpg,832,832,weed,578,183,832,488
agri_0_3213_jpeg.rf.b0f3ccaaddc558ac04da34b0e886d1cd.jpg,832,832,weed,50,577,237,754
agri_0_5605_jpeg.rf.db4c1fab75d36a3f96d11a522e5a229e.jpg,832,832,weed,124,208,800,660
agri_0_3398_jpeg.rf.dc6ceec94275e3bff1b2656cef2624cb.jpg,832,832,weed,0,80,754,829
agri_0_3152_jpeg.rf.ec5e58e482b487dcb89be9d25b80bc47.jpg,832,832,crop,72,97,831,481
agri_0_5270_jpeg.rf.c80013634822070eed6cb7fc241d053f.jpg,832,832,crop,0,42,789,814
agri_0_5542_jpeg.rf.ebb131bad62aa15a2ad33d5fa05376a6.jpg,832,832,weed,101,277,715,800
agri_0_2923_jpeg.rf.c58bb683738f6797ebdfea9e65eb85b5.jpg,832,832,crop,21,62,769,795
agri_0_5587_jpeg.rf.81f5c3fd945818327e8743d76624655c.jpg,832,832,weed,272,254,509,486
agri_0_5587_jpeg.rf.81f5c3fd945818327e8743d76624655c.jpg,832,832,weed,18,483,338,793
agri_0_5542_jpeg.rf.431defaef466e730eaa6aaf2c2ec9a7e.jpg,832,832,weed,0,77,623,799
agri_0_2999_jpeg.rf.4e3053a45117bdd72ad67ae6f25a818e.jpg,832,832,weed,115,178,763,639
agri_0_2906_jpeg.rf.800c0803898219af4477b5478f2f519c.jpg,832,832,crop,91,99,799,619
agri_0_2906_jpeg.rf.800c0803898219af4477b5478f2f519c.jpg,832,832,crop,88,562,390,832
agri_0_3229_jpeg.rf.26411380d0c94fd90e80bed04cfc6a86.jpg,832,832,crop,146,277,613,714
agri_0_3229_jpeg.rf.26411380d0c94fd90e80bed04cfc6a86.jpg,832,832,crop,559,59,832,463
agri_0_5616_jpeg.rf.2018df09312ed3236e50b3c49c7d4338.jpg,832,832,weed,206,104,675,678
agri_0_5591_jpeg.rf.44e141e3ac6ab266b42f8c35929bb4c9.jpg,832,832,weed,187,173,795,731
agri_0_299_jpeg.rf.58b499ade7ab209554a307c951d49391.jpg,832,832,weed,314,143,587,730
agri_0_5625_jpeg.rf.96422412d4e2de8a2e47cf6533539aee.jpg,832,832,crop,8,64,801,748
agri_0_2863_jpeg.rf.dbbc8a8e20ae9ec59c80e8de599572ab.jpg,832,832,weed,84,37,447,429
agri_0_2863_jpeg.rf.dbbc8a8e20ae9ec59c80e8de599572ab.jpg,832,832,weed,631,93,821,439
agri_0_3045_jpeg.rf.6c3dc76afc090275ea673803f148b3dd.jpg,832,832,weed,100,72,674,752
agri_0_3045_jpeg.rf.6c3dc76afc090275ea673803f148b3dd.jpg,832,832,weed,620,523,832,813
agri_0_3203_jpeg.rf.34ebac6646acd630964a09926dfdaad1.jpg,832,832,crop,60,279,759,740
agri_0_5625_jpeg.rf.c12f05d688d360c0e04e8599b0025867.jpg,832,832,crop,0,70,812,781
agri_0_2854_jpeg.rf.9c6e78850e7f57292bfeb8cec1459bf6.jpg,832,832,crop,116,5,769,736
agri_0_3412_jpeg.rf.a026ad114b64d20d687aac9ca85679b9.jpg,832,832,weed,123,251,723,771
agri_0_3198_jpeg.rf.15d4ea5f68c2ba9d87619e37a6b9007a.jpg,832,832,weed,97,246,816,661
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,429,52,570,162
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,705,51,832,147
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,474,257,551,325
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,230,221,285,288
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,236,354,286,390
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,447,394,499,459
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,593,494,709,611
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,619,645,717,783
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,483,658,536,709
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,52,476,117,530
agri_0_2835_jpeg.rf.c56651d8378c46878d49fad39a5bbec1.jpg,832,832,crop,595,376,642,425
agri_0_5461_jpeg.rf.e3a3ca8f5d5768fb8cdad32e9295e43c.jpg,832,832,crop,48,24,804,733
agri_0_5523_jpeg.rf.eefc3dc9ed115565fef43f182dbc6d3e.jpg,832,832,weed,44,59,827,767
agri_0_2876_jpeg.rf.e1640120964b2b7160d9607169e02dd2.jpg,832,832,weed,162,232,746,764
agri_0_2873_jpeg.rf.e3206397cb4de2f249a0aadd0787a9bd.jpg,832,832,crop,91,44,731,759
agri_0_3283_jpeg.rf.81be54abfd6754f5c01adec9a7e0c8af.jpg,832,832,crop,67,48,785,798
agri_0_3378_jpeg.rf.9cd9d5f263b2638412e255090450252d.jpg,832,832,crop,16,172,666,832
agri_0_3378_jpeg.rf.9cd9d5f263b2638412e255090450252d.jpg,832,832,crop,365,0,830,492
agri_0_3226_jpeg.rf.6eb16d2a923583968801e9ec62eacd75.jpg,832,832,crop,233,275,623,632
agri_0_5615_jpeg.rf.dbaf86a333b45be5671ad8614787090b.jpg,832,832,weed,145,117,545,704
agri_0_5426_jpeg.rf.38d4651b6300b2f0724536ae6afdf53f.jpg,832,832,crop,22,307,756,685
agri_0_5426_jpeg.rf.38d4651b6300b2f0724536ae6afdf53f.jpg,832,832,crop,144,116,614,356
agri_0_318_jpeg.rf.bc3af323648db5bfee93aa1bcc174b14.jpg,832,832,crop,350,174,832,636
agri_0_318_jpeg.rf.bc3af323648db5bfee93aa1bcc174b14.jpg,832,832,crop,0,224,388,673
agri_0_2894_jpeg.rf.f43e245ce8b9c4c743e9c26f1027ab89.jpg,832,832,crop,0,0,832,832
agri_0_5220_jpeg.rf.c8f4a4a20f7bfa593049b03cbdfd49d0.jpg,832,832,crop,209,117,644,442
agri_0_2923_jpeg.rf.1a6b81b176226335bdb04811efbe0ba0.jpg,832,832,crop,21,38,769,771
agri_0_2469_jpeg.rf.18d5e366dc80529352eda7a5e2caf70a.jpg,832,832,weed,42,179,806,700
agri_0_3039_jpeg.rf.38f1c8fbc9781416c85ed5abf053f7f5.jpg,832,832,crop,57,172,741,733
agri_0_3039_jpeg.rf.38f1c8fbc9781416c85ed5abf053f7f5.jpg,832,832,crop,390,492,827,832
agri_0_3045_jpeg.rf.6c6ca8e40e01743aa0646cbce2e45983.jpg,832,832,weed,91,127,728,647
agri_0_3045_jpeg.rf.6c6ca8e40e01743aa0646cbce2e45983.jpg,832,832,weed,557,609,832,803
agri_0_3129_jpeg.rf.1225d19543db481323c5eb823d83198c.jpg,832,832,weed,23,109,821,832
agri_0_3093_jpeg.rf.29c736653dd1cf3de067c6b33a241f81.jpg,832,832,crop,117,218,713,832
agri_0_3074_jpeg.rf.edc114a2c1b158acce93d6359916bd48.jpg,832,832,crop,8,28,832,831
agri_0_5605_jpeg.rf.67609382321dc28dd54f5c6c0e7faaa9.jpg,832,832,weed,120,167,804,631
agri_0_2465_jpeg.rf.120a66fa59bc6cccb9f448d23a426b86.jpg,832,832,weed,83,150,733,710
agri_0_3423_jpeg.rf.bfe3e19b6e3b1cdc4a8ec81a04db1af9.jpg,832,832,weed,134,148,820,783
agri_0_2442_jpeg.rf.62dd35a44216e35fe7ccb1495a570855.jpg,832,832,crop,58,13,832,787
agri_0_2450_jpeg.rf.e50dd0d4f425e4fca0e036eeceb367b0.jpg,832,832,weed,137,103,777,743
agri_0_3233_jpeg.rf.f2f032e421e9142947c15b1f8a696200.jpg,832,832,crop,64,0,721,808
agri_0_2471_jpeg.rf.0c4397b39990b0e08d8b6cd3b383cb42.jpg,832,832,crop,31,25,788,756
agri_0_3100_jpeg.rf.975e8dcb487a6999eb84568300d68e3f.jpg,832,832,weed,96,65,730,772
agri_0_5597_jpeg.rf.db2252250cb43873169a74e4f9a9f317.jpg,832,832,weed,70,172,383,600
agri_0_5597_jpeg.rf.db2252250cb43873169a74e4f9a9f317.jpg,832,832,weed,446,276,787,573
agri_0_3088_jpeg.rf.61afbbb7b0c6defa42c9c51c3c9930e9.jpg,832,832,crop,179,148,738,832
agri_0_5512_jpeg.rf.cc04668df0dab4dbefd8b4675ed8d7c8.jpg,832,832,crop,0,275,675,832
agri_0_5512_jpeg.rf.cc04668df0dab4dbefd8b4675ed8d7c8.jpg,832,832,crop,69,0,768,678
agri_0_3198_jpeg.rf.7c8e00592e9a11c55ed004e9c9ee87b9.jpg,832,832,weed,315,111,606,787
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,397,286,492,377
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,261,181,384,308
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,466,129,538,213
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,600,333,671,409
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,595,434,676,498
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,372,475,455,575
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,278,398,366,519
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,130,434,290,606
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,294,621,437,801
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,157,720,273,807
agri_0_3439_jpeg.rf.e23b5621731c3df6b1bad0b80d871b51.jpg,832,832,crop,179,647,254,715
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,464,123,519,174
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,39,213,177,312
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,135,75,219,145
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,234,380,318,509
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,431,375,509,426
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,524,307,592,364
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,557,416,647,499
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,231,615,319,779
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,410,546,468,593
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,43,429,124,533
agri_0_2971_jpeg.rf.2aac234eaae19b92a3b22f7160feae65.jpg,832,832,crop,710,324,764,379
agri_0_5182_jpeg.rf.3aa81f02c0d948073ad65d4e211830ba.jpg,832,832,weed,161,140,613,690
agri_0_5487_jpeg.rf.2036ad342623c66174a27958ae5bbb4d.jpg,832,832,crop,0,0,688,832
agri_0_3077_jpeg.rf.5d7d0ee58953746d128bba46544eaa45.jpg,832,832,weed,124,150,680,702
agri_0_3081_jpeg.rf.ec641f43e7e86a48e71af15a3d987007.jpg,832,832,weed,252,385,746,583
agri_0_3081_jpeg.rf.ec641f43e7e86a48e71af15a3d987007.jpg,832,832,weed,205,624,416,832
agri_0_3081_jpeg.rf.ec641f43e7e86a48e71af15a3d987007.jpg,832,832,weed,2,299,236,515
agri_0_3081_jpeg.rf.ec641f43e7e86a48e71af15a3d987007.jpg,832,832,weed,169,36,338,158
agri_0_3081_jpeg.rf.ec641f43e7e86a48e71af15a3d987007.jpg,832,832,weed,2,528,200,686
agri_0_5243_jpeg.rf.8114d105d21ee0bca8e6e17e134e6a34.jpg,832,832,weed,185,305,621,655
agri_0_5243_jpeg.rf.8114d105d21ee0bca8e6e17e134e6a34.jpg,832,832,weed,47,57,580,346
agri_0_5474_jpeg.rf.b56d12b95f6fa4bb166d72777efba7a7.jpg,832,832,weed,325,164,676,634
agri_0_3290_jpeg.rf.083a69dc2a8f1209a961730a7af78ff6.jpg,832,832,crop,0,0,805,827
